alpha,1,2,3,4,5,6,7,8,9,10,15,20,25,30,35,40,45,50,60,70,80,90,100,150,200,250,300,350,400,450,500,600,700,800,900,1000,1500,2000,2500,3000,3500,4000,4500,5000,6000,7000,8000,9000,10000
0.0,1.0,2.0,3.0,4.0,5.0,5.196152425994416,5.957432649086496,6.346826724352315,6.856725674222844,7.3237203212099615,9.067366480340873,10.805495899955767,12.200633679748904,13.416407902542115,14.449031719790453,15.470251707763708,16.48482091883991,17.49525267338512,19.21624123518939,20.71405543783221,22.223650331303823,23.62398195953756,24.946658535351887,30.58953524571628,35.30795178553703,39.54774822867853,43.348630797854064,46.809068256242014,50.06880136175605,53.10832692586462,55.99796712838441,61.34222258918631,66.25412329323686,70.83720946157968,75.16636395049109,79.19718171894807,97.0455310421768,112.07031413800942,125.31274476562584,137.27366691538882,148.26924067531365,158.5126786140069,168.12868762905367,177.22528517054434,194.15010514999216,209.70314583820883,224.18608090513737,237.78589853059535,250.65316745861531
0.1,1.0,2.0,3.0,4.0,5.0,5.317418798305454,6.09484548782538,6.545524277118695,7.117085927117115,7.617299855209258,9.590923809779191,11.494436715711595,13.045863073734337,14.411911027356224,15.625662587429918,16.826394578808376,18.019394378982653,19.137447613037747,21.08376279859186,22.828160996261783,24.599041165578495,26.225254148325952,27.742818401672864,34.40755333132612,40.1015198297642,45.11040970916964,49.63301939432488,53.89729067214641,57.82580133987589,61.52889719453796,65.05736229659327,71.62591406450335,77.68536898161759,83.33058959883766,88.70081598121199,93.7614238528458,116.07409975616332,135.06915531661983,151.924026244694,167.22386769386952,181.3621689103467,194.56843536118035,207.0215579240321,218.83072505961985,240.87233587950692,261.2313804537299,280.25555262533794,298.1811233199869,315.1826627158379
0.2,1.0,2.0,3.0,4.0,5.0,5.440237141820507,6.235914882187878,6.75118477250132,7.382233304110066,7.927740464053495,10.158981296079656,12.24208938864873,14.00860582149132,15.564670517890216,16.991206532556504,18.402817688482997,19.762295752738957,20.99716491555809,23.286215072695807,25.380910857580133,27.41446673433305,29.321231801734683,31.08510582666247,39.10531276912661,45.93034037474565,52.027723859959394,57.615548552252655,62.79799226902001,67.62138258584281,72.23559050703777,76.60290351174072,84.78432957605902,92.39002353522169,99.5236342151218,106.25508441708374,112.68028887232894,141.1879556684006,165.67251014025456,187.5430033298752,207.54611076777329,226.12047418722352,243.52905681660587,260.01130836776747,275.6887144953109,305.0857344311704,332.3738144807859,357.9677768149739,382.1820453338345,405.2195963220146
0.3,1.0,2.0,3.0,4.0,5.0,5.562848502679272,6.37928023054587,6.962399291107003,7.647830420994525,8.25347556493209,10.772320038264818,13.08411126684021,15.10163910472875,16.89526494146346,18.57181267980661,20.231179873575133,21.7765295399917,23.2004614221215,25.927465009609893,28.44272489983678,30.809434200988303,33.04071198245155,35.2179156840796,44.8939740801541,53.24581636971618,60.78727389065877,67.70091209826057,74.1588870249363,80.231991870028,86.03127950128683,91.55288388143956,101.95704255566235,111.64972479872408,120.79691301000904,129.49974467213914,137.79056998904176,174.9642821905457,207.2550137325338,236.3580368905852,263.1400552925064,288.12367509891334,311.678404564696,334.0542961572553,355.4221714077914,395.67067402321646,433.24061657017177,468.647413501496,502.28343704002646,534.4048304338176
0.4,1.0,2.0,3.0,4.0,5.0,5.682627178462262,6.522840752139467,7.176902134398384,7.920333967320088,8.591509808160845,11.430150571309458,14.026612359941655,16.336844124414604,18.424418790463967,20.39478339912558,22.319752799280103,24.1364704606256,25.816738724395456,29.05804852278999,32.065821774947885,34.92472078497875,37.63670186070942,40.261948044251234,52.11639817523433,62.511509085948845,71.96247764419557,80.7121819166428,88.93096714426417,96.71522468285818,104.12486847024776,111.26745335696587,124.73748556751444,137.4134932097753,149.4174944204802,160.85986440272643,171.83770546084526,221.50991557571967,265.2226662307881,304.951856705932,341.7939678919328,376.38990583902006,409.1772185629619,440.4606896260044,470.4725261909402,527.2795815986029,580.6392470608878,631.1845929988451,679.4362143385388,725.6916119729567
0.5,1.0,2.0,3.0,4.0,5.0,5.795554994966524,6.663300008583615,7.3910362896739645,8.194992747163807,8.910065266896122,12.128919439515752,15.071868588071284,17.723031784835214,20.170651566311864,22.48642076581648,24.738481029726422,26.88235167731515,28.91020587033488,32.7896166948613,36.45972947107421,39.92617184968693,43.288385631428135,46.497894999962426,61.25986441492755,74.41398853291608,86.48188856723118,97.759245651701,108.4201971797314,118.5900725309553,128.35014156921298,137.7381704673724,155.63673262346853,172.5598213584572,188.69382316941596,204.1829308118889,219.0950173589593,287.31307822769827,348.16063857233235,404.1099803602441,456.421160213151,505.9121922613514,553.043603554112,598.2860283070584,641.8608182135763,724.8761690488302,803.3945898906627,878.2478133938446,950.053421840907,1019.20925229483
0.6,1.0,2.0,3.0,4.0,5.0,5.895204848499488,6.795284881962721,7.598718279130109,8.463681856831645,9.223746860104889,12.859997670011325,16.214083905114673,19.26152211587809,22.145130657391963,24.867114319140708,27.53885386475929,30.103108682371605,32.54315043508889,37.258262481318006,41.75863046426412,46.041277289115406,50.197569753767176,54.2383929478295,72.8951186230806,89.81257906900743,105.559269090057,120.40475520739766,134.54791029992322,148.18036826418705,161.25236278034677,173.9967632383711,198.35025886640543,221.56203580534915,243.86929817106903,265.3950317377695,286.2155955437845,382.80340455383566,470.40033015478895,551.9102362723639,628.844633405314,702.2037646567572,772.6147635829159,840.5397819943174,906.3313059831684,1032.5767375916348,1152.9296924877517,1268.471999070428,1379.8955699722862,1487.8495996143351
0.7,1.0,2.0,3.0,4.0,5.0,5.970505855086701,6.9094071089676445,7.78915975998475,8.702160315889152,9.527494496477198,13.604630992807634,17.392160399525267,20.93659141714553,24.317203633462697,27.53965148004189,30.707892941235063,33.788795621332305,36.760384945649086,42.55111875073026,48.08813023533877,53.4511475567364,58.67985748062836,63.76944507527739,87.7367241472795,109.90792147236236,130.8040466901026,150.76675653616496,169.99829094790672,188.5914212033973,206.65751793085772,224.29716699242152,258.3471940104203,291.13660282994124,322.8770625983528,353.689684954438,383.74684121069794,525.0489304335537,655.7562806993316,779.0719918229939,896.7670042524315,1009.9872756249688,1119.543272161848,1226.029896623951,1329.7894094466012,1530.504821112458,1723.591169955264,1910.38080320786,2091.858175974526,2268.7804355134394
0.8,1.0,2.0,3.0,4.0,5.0,6.0,6.987064503630394,7.940754795503958,8.890807070873699,9.80003569664384,14.310146500903349,18.542582487334453,22.64358445572605,26.595520544112013,30.447702850106225,34.18264537830624,37.8835133160029,41.53022208257759,48.60639938283138,55.49538617055553,62.22437930158299,68.82895057007921,75.32563334741924,106.42422689417832,135.83712169711353,164.09079493870777,191.41137366704655,218.03286106728552,244.00758753039557,269.4761644973784,294.50226755509783,343.3115717341329,390.8660644577415,437.2514345651798,482.7499642630976,527.4064955488717,741.0844714382256,943.1599297231064,1137.013203847609,1324.5592306705505,1506.904600975096,1685.1263907679825,1859.525866061932,2030.889664732262,2365.3074507998986,2690.6651213023747,3008.4000721050134,3319.5487912577623,3625.087414918763
